ENTREZID,SYMBOL,GENENAME,T_20171006MN1_B06P1_Run1,T_20171006MN1_C05P1_Run1,T_20171006MN1_C06P1_Run1,T_20171006MN1_D07P1_Run1,T_20171006MN1_F04P1_Run1,T_20171006MN1_F05P1_Run1,T_20171006MN1_G05P1_Run1,T_20171006MN1_G06P1_Run1,T_20171006MN1_H04P1_Run1,T_20171006MN1_H05P1_Run1
10602,CDC42EP3,CDC42 effector protein 3,944.0657564,1019.741423,444.4592659,1452.161287,514.4339945,2239.991024,868.0582637,1465.398183,2709.29906,885.9778184
151393,RMDN2,regulator of microtubule dynamics 2,288.3247283,298.6158683,1202.019391,489.5430317,905.2171877,253.1496705,243.9947552,512.7161491,270.6357367,814.3836513
1545,CYP1B1,cytochrome P450 family 1 subfamily B member 1,57.52114281,38.12117467,62.98005792,105.5436811,51.32674776,231.8407757,322.1982024,126.793318,433.8996865,93.07241729
285154,CYP1B1-AS1,CYP1B1 antisense RNA 1,2.157042855,3.176764556,14.39544181,7.485367457,13.99820393,23.01360641,3.128137887,23.55722847,0,3.579708357
64225,ATL2,atlastin GTPase 2,1404.234899,1261.175529,2060.347609,1473.120315,1767.856505,1308.366142,1185.564259,1540.227026,1072.247022,1399.665968
92906,HNRNPLL,heterogeneous nuclear ribonucleoprotein L like,1011.653099,1234.17303,1016.678078,1068.910473,926.2144936,1367.178692,950.9539177,865.3817166,920.7498433,1145.506674
130589,GALM,galactose mutarotase,1899.635741,2104.606518,3037.438222,1970.148715,2831.720004,1718.349279,2155.287004,1815.292312,1410.541693,2706.259518
6432,SRSF7,serine and arginine rich splicing factor 7,3248.50654,3232.357936,3208.384093,6076.621301,3535.129752,5189.994423,2982.679475,5123.004334,4171.320376,4558.758593
79833,GEMIN6,gem nuclear organelle associated protein 6,179.7535713,222.3735189,158.3498599,142.9705184,145.8146243,188.3706302,132.9458602,172.5220556,151.4971787,112.7608133
90957,DHX57,DExH-box helicase 57,743.4607708,683.0043796,482.2473006,520.2330382,583.8417557,848.094014,708.5232314,667.2238536,688.3561129,581.702608
729967,MORN2,MORN repeat containing 2,222.8944284,255.7295468,286.109406,226.8066339,201.80744,165.3570238,259.6354446,142.7290902,135.3178683,173.6158553
100271715,ARHGEF33,Rho guanine nucleotide exchange factor 33,5.033099996,3.176764556,21.59316271,23.20463912,27.99640787,17.04711586,9.384413661,11.08575458,5.88338558,12.52897925
375196,LOC375196,uncharacterized LOC375196,5.752114281,0,0,0.748536746,3.499550983,11.9329811,3.128137887,0,0,0
6654,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1,2426.673212,2422.282974,3325.347058,2284.534148,2240.879146,2519.563724,2222.541969,1949.707086,2497.497179,2257.006119
100505911,SOS1-IT1,SOS1 intronic transcript 1,26.60352855,14.2954405,52.18347656,33.68415355,26.82989087,50.28899178,34.40951676,21.47864949,29.4169279,25.0579585
344387,CDKL4,cyclin dependent kinase like 4,17.25634284,4.765146834,14.39544181,14.97073491,11.66516994,21.30889482,3.128137887,25.63580746,25.00438872,5.369562536
8491,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3,1051.917899,1094.39539,1291.990902,1188.676352,1035.283833,1339.903306,916.5444009,1078.089633,964.8752351,1150.876237
728730,MAP4K3-DT,MAP4K3 divergent transcript,110.7281999,71.47720251,143.9544181,130.2453937,148.7309168,117.6250994,76.63937823,111.5504054,92.66332289,173.6158553
130733,TMEM178A,transmembrane protein 178A,8.628171422,0,14.39544181,25.45024935,21.5805644,36.6512991,9.384413661,6.92859661,2.94169279,16.10868761
80745,THUMPD2,THUMP domain containing 2,208.5141427,154.073081,241.1236503,208.841752,174.9775492,236.9549104,228.3540658,184.9935295,152.9680251,175.4057095
100128590,SLC8A1-AS1,SLC8A1 antisense RNA 1,7.909157137,0,0,1.497073491,2.916292486,2.557067379,18.76882732,4.157157966,33.82946709,3.579708357
6546,SLC8A1,solute carrier family 8 member A1,903.8009564,503.5171821,116.9629647,645.9872115,231.5536234,1514.636244,1248.127017,687.3167837,3672.703448,248.7897308
388942,LINC01913,long intergenic non-protein coding RNA 1913,2.876057141,0,0,0,0,0,0,4.157157966,2.94169279,0
400950,C2orf91,chromosome 2 open reading frame 91,0,3.176764556,0,3.742683728,0,6.818846344,0,2.078578983,8.82507837,0
91461,PKDCC,"protein kinase domain containing, cytoplasmic",813.2051565,166.7801392,2738.732804,1678.219384,2032.655863,605.172613,448.8877868,2222.693793,564.8050157,2459.259641
27436,EML4,echinoderm microtubule associated protein like 4,5472.417724,5545.042533,5466.669027,5291.406255,6173.791193,6047.464351,5422.627027,6028.57191,6727.651411,4320.707987
9167,COX7A2L,cytochrome c oxidase subunit 7A2 like,2008.206898,2385.750182,2218.697469,1993.353354,2079.899801,2061.848663,2084.903902,2089.664738,1723.831975,2092.339535
170850,KCNG3,potassium voltage-gated channel modifier subfamily G member 3,27.32254284,77.83073162,0,28.44439633,19.83078891,22.16125062,21.89696521,37.41442169,14.70846395,12.52897925
100130921,NA,NA,7.909157137,6.353529112,0,7.485367457,5.832584972,6.818846344,1.564068944,5.542877288,0,0
57504,MTA3,metastasis associated 1 family member 3,680.1875137,787.8376099,829.5373343,769.4957745,991.5394453,590.6825645,644.3964047,622.1879756,492.7335423,624.6591083
165140,OXER1,oxoeicosanoid receptor 1,12.22324285,42.88632151,88.17208108,131.7424672,87.48877458,133.8198595,203.3289627,65.8216678,69.12978057,41.16664611
23498,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase",81.24861422,257.317929,156.5504297,375.7654463,306.210711,627.3338636,189.2523422,293.7724963,164.7347962,132.4492092
100506047,LINC02580,long intergenic non-protein coding RNA 2580,48.1739571,9.530293668,8.997151131,14.97073491,11.66516994,10.22826952,20.33289627,15.24291254,7.354231975,14.31883343
678,ZFP36L2,ZFP36 ring finger protein like 2,6837.825852,4348.990677,11296.82296,10537.90031,9448.787655,10313.50509,6060.767156,10864.03948,7130.663323,10794.61055
100129726,LINC01126,long intergenic non-protein coding RNA 1126,50.33099996,49.23985062,68.3783486,92.81855646,105.569788,92.05442564,45.35799936,105.3146685,47.06708464,178.9854179
63892,THADA,"THADA, armadillo repeat containing",1915.454056,1339.00626,1403.555576,1451.41275,1449.397366,1894.786928,1634.452046,1585.955764,1531.151097,1174.144341
130271,PLEKHH2,"pleckstrin homology, MyTH4 and FERM domain containing H2",134.4556713,19.06058734,34.1891743,574.1276839,268.2989087,911.1683427,54.74241302,453.1302183,66.18808778,57.27533372
728819,C1GALT1C1L,C1GALT1 specific chaperone 1 like,2.876057141,3.176764556,0,9.730977693,4.666067978,1.704711586,0,4.850017627,0,0
51626,DYNC2LI1,dynein cytoplasmic 2 light intermediate chain 1,345.8458712,438.3935087,386.8774986,333.0988518,397.7822951,330.7140477,359.735857,187.7649681,264.7523511,374.0795233
64240,ABCG5,ATP binding cassette subfamily G member 5,68.30635709,38.12117467,3.598860452,4.491220474,1.166516994,12.78533689,37.53765465,2.771438644,44.12539185,5.369562536
64241,ABCG8,ATP binding cassette subfamily G member 8,101.3810142,33.35602784,8.997151131,2.994146983,0,33.24187592,35.9735857,9.700035254,48.53793104,7.159416714
10128,LRPPRC,leucine rich pentatricopeptide repeat containing,5986.512938,4490.3567,8120.828611,6989.087594,8873.111518,4523.452193,5372.576821,6905.732241,3104.95674,5659.518913
5495,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent 1B",2495.698584,2720.898842,3631.250196,2466.428577,3023.61205,2328.636026,2199.080935,2384.130094,2022.413793,2799.331935
6519,SLC3A1,solute carrier family 3 member 1,132.2986285,57.18176201,394.0752195,89.82440948,178.4771001,236.9549104,182.9960664,214.7864949,94.13416928,263.1085643
9581,PREPL,prolyl endopeptidase like,1886.693484,1667.801392,2639.764142,1686.453288,1964.997877,1608.395381,1671.989701,1603.277256,1460.55047,1560.752844
79823,CAMKMT,calmodulin-lysine N-methyltransferase,153.1500427,122.3054354,194.3384644,180.3973557,162.7291207,147.4575522,107.9207571,173.9077749,148.5554859,100.231834
100130502,NA,NA,1.43802857,0,1.799430226,2.994146983,0.583258497,0.852355793,3.128137887,0,4.412539185,0
100506088,NA,NA,0,0,0,0,0,0,0,0,0,3.579708357
100506108,SIX3-AS1,SIX3 antisense RNA 1,0,0,0,0,0,0,0,0,0,0
6496,SIX3,SIX homeobox 3,0.719014285,0,0,1.497073491,0.583258497,0,0,0.692859661,0,0
10736,SIX2,SIX homeobox 2,2.876057141,0,0,14.22219817,1.166516994,0,9.384413661,0,2.94169279,0
400952,LINC01121,long intergenic non-protein coding RNA 1121,0.719014285,0,0,0,0,0,0,1.385719322,2.94169279,0
55133,SRBD1,S1 RNA binding domain 1,1467.508156,1539.142427,768.3567066,990.3141145,974.0416904,1154.942099,1230.922259,812.7243824,1267.869593,923.5647562
5581,PRKCE,protein kinase C epsilon,730.5185137,825.9587846,721.5715207,613.0515947,710.9921081,733.0259819,808.6236438,693.5525207,728.0689655,817.9633596
2034,EPAS1,endothelial PAS domain protein 1,7227.531594,9863.853947,13229.41102,7103.613716,9626.681497,13862.71462,10946.91854,9853.157239,9008.93417,12027.82008
388946,TMEM247,transmembrane protein 247,0,0,0,0,0,0,0,0,0,0
90423,ATP6V1E2,ATPase H+ transporting V1 subunit E2,51.76902853,42.88632151,14.39544181,20.21049213,23.91359839,53.69841496,12.51255155,20.78578983,55.89216301,28.63766686
440862,NA,NA,68.30635709,96.89131896,12.59601158,56.14025592,40.24483631,86.94029088,37.53765465,54.04305356,97.07586207,35.79708357
23433,RHOQ,ras homolog family member Q,865.6931993,810.0749618,302.304278,731.3204005,306.210711,1261.486574,584.9617849,626.3451336,1884.154232,300.695502
100506142,LOC100506142,uncharacterized LOC100506142,34.51268569,14.2954405,14.39544181,22.45610237,6.999101967,52.84605916,15.64068944,47.11445695,63.24639499,0
5281,PIGF,phosphatidylinositol glycan anchor biosynthesis class F,181.9106141,214.4316075,250.1208014,170.666378,198.8911476,126.1486574,134.5099291,148.2719675,173.5598746,223.7317723
9419,CRIPT,CXXC repeat containing interactor of PDZ3 domain,336.4986854,387.5652758,574.0182422,376.5139831,366.8695948,336.6805382,258.0713757,294.4653559,482.4376176,408.0867527
100506155,NA,NA,111.4472142,103.2448481,145.7538483,80.84196853,140.5652978,80.97380033,51.61427514,82.45029966,61.77554859,100.231834
9655,SOCS5,suppressor of cytokine signaling 5,716.8572423,1116.632741,971.6923222,763.5074806,808.9795356,1034.759933,750.7530929,733.738381,801.6112853,628.2388167
388948,LINC01118,long intergenic non-protein coding RNA 1118,8.628171422,0,0,2.994146983,1.749775492,0,0,1.385719322,2.94169279,0
100134259,LINC01119,long intergenic non-protein coding RNA 1119,2.876057141,9.530293668,0,1.497073491,8.165618961,11.9329811,3.128137887,2.771438644,2.94169279,0
100506177,NA,NA,15.81831427,15.88382278,8.997151131,18.71341864,16.33123792,13.63769269,1.564068944,18.70721085,19.12100314,8.949270893
90411,MCFD2,multiple coagulation factor deficiency 2,2390.003484,3791.468498,1549.309425,1588.394974,1809.267858,3218.495474,2784.04272,1705.127626,3749.187461,1326.281946
57217,TTC7A,tetratricopeptide repeat domain 7A,2499.293655,3745.405412,1898.398889,1864.605033,2232.713527,2023.492652,3012.396785,1423.826603,3335.879624,2410.933579
285051,STPG4,sperm-tail PG-rich repeat containing 4,6.471128566,3.176764556,7.197720905,3.742683728,5.832584972,19.60418324,0,8.314315932,11.76677116,16.10868761
805,CALM2,calmodulin 2,11316.56583,22547.08644,15707.22644,13180.23502,14107.27327,10840.26097,15410.7713,11051.11159,10898.97179,13148.2688
618,BCYRN1,brain cytoplasmic RNA 1,107.8521428,65.1236734,88.17208108,135.485151,125.9838354,239.5119778,157.9709633,152.4291254,95.60501568,93.07241729
4072,EPCAM,epithelial cell adhesion molecule,28682.19885,54911.96373,57911.06297,29009.54158,44938.31744,11748.87225,36017.37963,31647.05788,17397.17116,41692.86324
693144,MIR559,microRNA 559,10.78521428,7.94191139,57.58176724,6.736830711,32.66247584,12.78533689,6.256275774,16.62863186,13.23761756,55.48547954
4436,MSH2,mutS homolog 2,1261.87007,945.0874554,730.5686718,826.3845672,1119.856315,1027.08873,833.6487469,1227.05446,670.7059561,644.3475043
56660,KCNK12,potassium two pore domain channel subfamily K member 12,23.00845712,22.23735189,0,11.97658793,4.082809481,5.114134758,6.256275774,9.700035254,35.30031348,0
100506222,NA,NA,1.43802857,0,0,0,0.583258497,0,0,5.542877288,1.470846395,0
2956,MSH6,mutS homolog 6,2738.725412,1921.942556,951.8985897,1678.219384,2103.813399,2064.40573,1728.296183,2186.66509,1557.626332,1000.528486
80204,FBXO11,F-box protein 11,2097.36467,2700.249873,2510.205166,2089.166057,2013.408332,2470.127088,2020.777075,2202.600862,2318.053919,1610.868761
100506235,LOC100506235,uncharacterized LOC100506235,10.78521428,17.47220506,26.99145339,21.70756562,32.07921735,33.24187592,26.58917204,44.3430183,27.94608151,37.58693775
3344,FOXN2,forkhead box N2,1407.110956,1798.048739,1245.205717,1533.003255,1055.114621,2043.096836,1584.40184,1324.054812,2009.176176,946.8328605
129285,PPP1R21,protein phosphatase 1 regulatory subunit 21,771.502328,905.3778985,854.7293575,781.4723625,846.891338,678.4752112,730.4201966,669.3024325,756.015047,767.8474426
286749,STON1-GTF2A1L,STON1-GTF2A1L readthrough,0,0,0,0.748536746,0,3.409423172,0,0,0,0
11037,STON1,stonin 1,90.59579993,30.17926328,8.997151131,74.85367457,50.74348926,370.7747699,59.43461985,39.49300068,39.71285267,30.42752104
11036,GTF2A1L,general transcription factor IIA subunit 1 like,0,0,0,0,0,0,0,0,0,0
3973,LHCGR,luteinizing hormone/choriogonadotropin receptor,0,0,0,0,0.583258497,0,0,1.385719322,0,0
2492,FSHR,follicle stimulating hormone receptor,0,0,0,0,0,0,0,0,0,0
9378,NRXN1,neurexin 1,60.39719995,0,7.197720905,38.17537403,18.08101341,788.4291085,50.05020619,97.00035254,23.53354232,25.0579585
100506300,NA,NA,0,0,0,0,0,0,0,0,0,0
51130,ASB3,ankyrin repeat and SOCS box containing 3,27.32254284,25.41411645,43.18632543,62.12854989,30.32944186,54.55077075,40.66579253,31.17868475,36.77115988,26.84781268
100302652,GPR75-ASB3,GPR75-ASB3 readthrough,0,0,0,0,0,0,0,0.692859661,2.94169279,0
494143,CHAC2,ChaC cation transport regulator homolog 2,186.9437141,233.4921949,61.18062769,120.5144161,111.9856315,239.5119778,178.3038596,159.357722,264.7523511,91.28256311
27248,ERLEC1,endoplasmic reticulum lectin 1,5454.442367,5503.744593,2278.078666,3081.725782,1964.997877,4934.287685,3020.21713,2146.47923,8369.115988,1922.303388
10936,GPR75,G protein-coupled receptor 75,24.44648569,34.94441012,21.59316271,62.12854989,44.91090429,43.47014544,18.76882732,54.73591322,101.4884013,42.95650029
23198,PSME4,proteasome activator subunit 4,3729.527097,4541.184933,2645.162433,2629.609587,2834.053038,3352.315334,3414.362504,2977.910823,3628.578057,1900.825138
100506338,NA,NA,23.00845712,106.4216126,68.3783486,38.92391077,25.08011538,19.60418324,35.9735857,5.542877288,44.12539185,51.90577118
100506318,NA,NA,10.78521428,34.94441012,43.18632543,11.97658793,11.08191145,11.08062531,6.256275774,10.39289492,19.12100314,17.89854179
98,ACYP2,acylphosphatase 2,123.670457,185.8407265,161.9487204,110.7834384,76.99012163,106.5444741,65.69089563,71.36454508,202.9768025,136.0289176
388951,TSPYL6,TSPY like 6,1.43802857,12.70705822,37.78803475,9.730977693,19.24753041,6.818846344,0,8.314315932,2.94169279,55.48547954
129852,C2orf73,chromosome 2 open reading frame 73,0,0,0,1.497073491,0,1.704711586,3.128137887,0,0,0
6711,SPTBN1,"spectrin beta, non-erythrocytic 1",51055.76636,56497.16925,75030.84214,50943.91384,70084.34103,44331.02479,58963.8351,58696.9919,33760.3373,75383.28844
56969,RPL23AP32,ribosomal protein L23a pseudogene 32,5.033099996,0,0,7.485367457,3.499550983,11.9329811,0,1.385719322,0,0
400954,EML6,echinoderm microtubule associated protein like 6,230.0845712,160.4266101,106.1663833,270.9703019,75.24034614,213.0889482,64.12682669,235.5722847,175.030721,118.1303758
57142,RTN4,reticulon 4,5207.101453,7605.174347,10620.2372,5613.277056,7939.897923,5827.556556,7355.816242,6526.738007,8405.887148,8523.285598
130162,CLHC1,clathrin heavy chain linker domain containing 1,59.67818567,38.12117467,125.9601158,74.85367457,101.4869785,121.0345226,46.92206831,126.1004583,70.60062696,85.91300057
6233,RPS27A,ribosomal protein S27a,4788.635139,4642.841399,2751.328816,4286.869942,3959.741938,4393.894113,3470.668986,4410.051742,3838.909091,2716.998643
4528,MTIF2,mitochondrial translational initiation factor 2,1648.699756,1788.518445,2414.835364,1699.178413,2107.31295,1453.266627,1612.555081,1563.784255,1175.20627,1807.75272
344405,PRORSD1P,"prolyl-tRNA synthetase associated domain containing 1, pseudogene",28.04155712,19.06058734,53.98290679,60.6314764,47.82719677,29.83245275,12.51255155,16.62863186,41.18369906,110.9709591
55704,CCDC88A,coiled-coil domain containing 88A,1212.258085,560.6989442,224.9287783,895.2499478,382.6175742,2455.637039,977.5430897,953.3748935,4344.880251,356.1809815
112942,CFAP36,cilia and flagella associated protein 36,544.2938139,628.9993821,329.2957314,445.3793637,359.8704928,594.0919877,498.937993,367.90848,538.3297806,366.9201066
57223,PPP4R3B,protein phosphatase 4 regulatory subunit 3B,4393.896297,5276.605928,6711.874744,4500.951452,4454.345143,4518.338058,4077.527736,3931.978576,4166.907837,4200.787757
87178,PNPT1,polyribonucleotide nucleotidyltransferase 1,788.0396565,551.1686505,554.2245097,864.5599412,874.8877458,630.7432868,807.0595749,966.5392271,704.5354232,701.622838
2202,EFEMP1,EGF containing fibulin extracellular matrix protein 1,902.3629279,31.76764556,142.1549879,3023.339916,1296.583639,2076.338712,229.9181347,2025.228789,257.3981191,585.2823164
406999,MIR217,microRNA 217,0,0,0,0,0,0,0,0,0,0
406998,MIR216A,microRNA 216a,0,0,0,0,0,0,0,0,0,0
100126319,MIR216B,microRNA 216b,0,0,0,0,0,0,0,0,0,0
100129434,LOC100129434,uncharacterized LOC100129434,11.50422856,6.353529112,79.17492995,110.7834384,38.49506082,35.7989433,25.0251031,88.68603661,17.65015674,53.69562536
114800,CCDC85A,coiled-coil domain containing 85A,32.35564283,20.64896961,296.9059873,349.5666602,125.4005769,64.77904026,54.74241302,258.4366536,47.06708464,198.6738138
7444,VRK2,VRK serine/threonine kinase 2,733.3945708,916.4965744,617.2045676,535.2037731,574.5096198,900.9400731,788.2907475,536.2733776,1354.64953,510.1084409
55120,FANCL,FA complementation group L,486.772671,422.509686,410.2700916,382.502277,357.5374588,294.0627486,444.19558,356.8227254,355.9448276,257.7390017
400955,LINC01122,long intergenic non-protein coding RNA 1122,5.752114281,0,0,0,0,0,0,4.157157966,0,0
100506891,NA,NA,0,0,0,0,4.666067978,0,0,0,0,0
53335,BCL11A,B cell CLL/lymphoma 11A,603.2529852,325.618367,651.3937419,348.0695867,520.2665795,430.4396754,728.8561277,497.4732366,470.6708464,488.6301908
100286932,NA,NA,1.43802857,0,0,2.994146983,9.915394453,0,3.128137887,3.464298305,1.470846395,8.949270893
100506934,NA,NA,28.76057141,15.88382278,21.59316271,13.47366142,27.41314937,11.08062531,4.692206831,13.85719322,7.354231975,19.68839596
100313884,MIR548H4,microRNA 548h-4,0,0,0,0,0,0,0,0,0,0
64895,PAPOLG,poly(A) polymerase gamma,839.0896708,891.082458,975.2911826,929.6826381,786.8157127,1257.224795,979.1071587,840.4387688,800.1404389,1018.427028
400957,LINC01185,long intergenic non-protein coding RNA 1185,2.876057141,3.176764556,14.39544181,0.748536746,1.166516994,3.409423172,6.256275774,4.850017627,5.88338558,0
5966,REL,"REL proto-oncogene, NF-kB subunit",1676.022299,1389.834493,1029.274089,2622.872757,982.2073093,3243.213792,1251.255155,2930.796366,4644.932915,1134.767549
150962,PUS10,pseudouridine synthase 10,347.2838997,484.4565948,1211.016542,461.0986353,357.5374588,427.8826081,419.1704769,353.3584271,395.6576803,979.0502357
5194,PEX13,peroxisomal biogenesis factor 13,1166.960185,1869.525941,2339.259294,1547.97399,1843.096851,1143.009118,1681.374114,1400.269375,1084.013793,1773.745491
84542,KIAA1841,KIAA1841,591.0297424,509.8707113,597.4108351,464.8413191,623.5033335,318.7810666,614.6790948,362.3656027,283.8733542,545.9055245
339803,LOC339803,uncharacterized LOC339803,75.49649994,33.35602784,10.79658136,34.4326903,27.99640787,109.1015415,50.05020619,33.95012339,72.07147336,46.53620864
339804,C2orf74,chromosome 2 open reading frame 74,95.62889992,109.5983772,28.79088362,62.12854989,30.91270035,164.504668,48.48613725,45.03587797,250.0438872,17.89854179
130872,AHSA2P,"activator of HSP90 ATPase homolog 2, pseudogene",715.4192137,327.2067493,1354.97096,1362.336877,724.4070535,741.5495399,486.4254414,891.7103837,511.8545455,1356.709467
9736,USP34,ubiquitin specific peptidase 34,6558.848309,6334.468525,9572.968803,6349.088677,7454.626853,7443.62314,5374.14089,6052.821999,6670.288401,5929.786894
100124537,SNORA70B,"small nucleolar RNA, H/ACA box 70B",3.595071426,0,3.598860452,4.491220474,5.249326475,1.704711586,0,0.692859661,0,7.159416714
7514,XPO1,exportin 1,6455.310252,5570.456649,6240.424025,5495.756787,6545.326856,5855.684297,5746.389299,5708.470747,4658.170533,4454.947051
84140,FAM161A,"FAM161A, centrosomal protein",35.23169997,52.41661518,12.59601158,61.38001314,40.82809481,72.4502424,42.22986148,63.74308881,5.88338558,55.48547954
10575,CCT4,chaperonin containing TCP1 subunit 4,3825.875011,4064.67025,2386.04448,4896.178853,3437.142324,5695.441408,3545.744295,5576.134552,5022.940439,2953.259395
150684,COMMD1,copper metabolism domain containing 1,393.300814,574.9943847,518.2359051,440.8881432,433.9443219,541.2459285,527.091234,399.0871647,610.4012539,533.3765452
10678,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",1502.739856,2943.272361,2879.088362,1436.442015,1785.937518,2441.999347,1942.573628,1632.377361,1710.594357,2287.43364
200728,TMEM17,transmembrane protein 17,7.190142851,30.17926328,10.79658136,17.9648819,4.666067978,10.22826952,12.51255155,14.55005288,10.29592477,3.579708357
23301,EHBP1,EH domain binding protein 1,700.3199137,535.2848277,397.67408,715.6011288,592.5906332,1196.707533,545.8600613,773.2313817,614.8137931,463.5722323
100132215,LOC100132215,uncharacterized LOC100132215,119.3563713,179.4871974,313.1008594,133.2395407,120.1512504,98.02091619,167.355377,101.1575105,129.4344828,207.6230847
5013,OTX1,orthodenticle homeobox 1,0,0,0,0,1.166516994,0,0,1.385719322,0,0
51057,WDPCP,WD repeat containing planar cell polarity effector,100.6619999,58.77014429,102.5675229,144.4675919,85.15574059,175.5852933,106.3566882,164.9005993,160.3222571,75.1738755
4190,MDH1,malate dehydrogenase 1,3532.517183,3685.046885,4617.33796,3661.84176,4286.949955,3141.783453,3211.033541,3698.48487,2863.737931,3986.005256
7360,UGP2,UDP-glucose pyrophosphorylase 2,6396.351081,14486.04638,28520.96909,10323.07026,14523.13658,5640.038282,10910.94495,9713.199588,5314.168025,14982.86933
51542,VPS54,"VPS54, GARP complex subunit",1653.732856,1807.579032,1723.854157,1628.815959,1696.11571,1579.415284,1218.409707,1333.061988,1575.276489,1281.535592
57162,PELI1,pellino E3 ubiquitin protein ligase 1,3083.852269,3964.602166,2999.650187,4681.348807,2257.793643,5924.725117,2693.326721,4838.931872,8514.729781,2217.629327
150992,LINC00309,long intergenic non-protein coding RNA 309,18.69437141,9.530293668,3.598860452,33.68415355,4.082809481,28.98009696,12.51255155,27.02152678,8.82507837,14.31883343
100507006,LOC100507006,uncharacterized LOC100507006,61.83522852,34.94441012,0,16.4678084,1.749775492,40.91307806,6.256275774,25.63580746,142.6721003,0
29094,LGALSL,galectin like,924.6523707,1445.427873,3147.203466,2097.399961,2127.143739,1266.600708,1811.191837,2218.536635,860.4451411,2017.165659
54812,AFTPH,aftiphilin,4022.165911,5143.181816,5353.304923,4349.747029,4211.709608,4294.168485,3986.811737,3738.670731,4430.189342,4510.43253
339807,LINC02579,long intergenic non-protein coding RNA 2579,1.43802857,0,0,2.994146983,2.333033989,0.852355793,6.256275774,5.542877288,4.412539185,0
9792,SERTAD2,SERTA domain containing 2,1200.034842,2269.798275,1599.693471,1622.079128,1509.472991,1501.850907,1310.689775,2286.436881,1348.766144,1501.687656
730184,NA,NA,10.06619999,14.2954405,17.99430226,17.21634515,6.999101967,5.966490551,4.692206831,6.92859661,11.76677116,23.26810432
6509,SLC1A4,solute carrier family 1 member 4,2801.998669,2719.31046,446.2586961,2372.112947,1188.680817,3775.936163,1157.411018,2112.529106,7763.127273,851.970589
23177,CEP68,centrosomal protein 68,928.2474421,520.9893872,784.5515786,916.2089767,799.6473997,1389.339942,689.7544041,859.1459797,1116.372414,821.543068
5861,RAB1A,"RAB1A, member RAS oncogene family",4296.110354,5899.251781,4764.891239,4164.109916,4590.244373,3925.950782,5422.627027,3911.885646,5820.139185,3801.650275
10097,ACTR2,ARP2 actin related protein 2 homolog,8989.835607,12845.24748,12901.91472,8813.271643,9735.167577,9386.141992,12243.53169,7720.535203,13814.18934,9720.698044
200734,SPRED2,sprouty related EVH1 domain containing 2,1146.108771,1008.622747,2808.910583,1449.915676,2055.986203,1049.249981,1726.732114,2053.636035,1014.884013,2759.955143
100131818,NA,NA,0,0,0,0,0,0,0,2.771438644,0,0
730198,MEIS1-AS3,MEIS1 antisense RNA 3,0,0,0,3.742683728,2.916292486,3.409423172,1.564068944,2.078578983,0,8.949270893
4211,MEIS1,Meis homeobox 1,252.3740141,101.6564658,268.1151037,449.1220474,431.6112879,554.0312654,229.9181347,295.1582156,104.430094,302.4853562
100507073,LINC01798,long intergenic non-protein coding RNA 1798,0,0,0,0,0,0,0,0,0,0
54465,ETAA1,"ETAA1, ATR kinase activator",414.8712425,470.1611543,386.8774986,354.8064174,410.0307235,479.0239556,340.9670297,293.0796366,413.307837,311.4346271
10438,C1D,C1D nuclear receptor corepressor,134.4556713,390.7420404,219.5304876,144.4675919,209.3898005,190.0753418,172.0475838,130.9504759,258.8689655,236.2607516
116143,WDR92,WD repeat domain 92,341.5317854,223.9619012,268.1151037,243.2744423,296.2953166,304.2910181,228.3540658,229.3365478,258.8689655,268.4781268
56902,PNO1,partner of NOB1 homolog,579.5255138,541.6383568,313.1008594,616.7942784,442.6931994,736.4354051,502.0661309,785.7028556,633.9347963,438.5142738
5534,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha",2070.761141,3202.178673,2323.064422,1980.628229,2046.070808,2298.803574,2536.919826,2006.521578,2831.37931,1720.049866
25927,CNRIP1,cannabinoid receptor interacting protein 1,176.8775141,60.35852657,52.18347656,185.6371129,71.15753666,407.426069,189.2523422,125.4075986,283.8733542,78.75358386
5341,PLEK,pleckstrin,2433.863355,2012.480346,271.7139642,1109.331457,329.5410509,4566.069983,4473.237179,1051.068106,37684.55549,325.7534605
554251,FBXO48,F-box protein 48,92.75284278,120.7170531,179.9430226,105.5436811,104.403271,113.3633205,78.20344718,128.1790373,120.6094044,143.1883343
200558,APLF,aprataxin and PNKP like factor,225.0514713,133.4241114,115.1635345,276.2100591,146.3978828,375.8889047,92.28006767,250.8151973,310.3485894,110.9709591
10887,PROKR1,prokineticin receptor 1,0,0,0,2.245610237,0,0,0,0,0,0
9938,ARHGAP25,Rho GTPase activating protein 25,1468.22717,1267.529058,435.4621147,964.1153284,341.2062209,2513.597233,1473.352945,913.8818929,2868.15047,615.7098374
27302,BMP10,bone morphogenetic protein 10,0,0,0,0,0,0,0,0,1.470846395,0
200504,GKN2,gastrokine 2,0,0,0,0,0,0,0,0,0,0
56287,GKN1,gastrokine 1,0,0,0,0,0,0,0,0,0,0
